protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,isBot,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url
0,0,0,760,945,23156,1,1,1,12,0,15,0,0,0,0,1,0
0,0,0,366,360,64952,25,1,0,14,0,5,0,0,0,0,1,0
0,0,0,254,433,7321,2,1,1,15,0,12,0,0,0,0,0,0
1,0,1,181,141,7766,1,1,0,13,0,15,0,0,0,0,1,1
0,0,1,133,104,48750,6,1,0,3,0,3,0,0,0,0,1,0
0,0,1,6,68,22,0,1,0,14,0,15,0,0,0,0,1,0
0,0,1,161,0,564,0,1,1,9,1,13,0,0,0,0,1,0
0,0,1,3180,3364,91815,177,1,0,8,0,17,0,0,8,0,1,1
0,0,0,11,1,1033,0,0,0,13,0,14,0,0,0,0,0,0
0,0,0,26,133,80,0,1,1,10,0,10,0,0,0,0,1,1
0,0,1,721,581,76222,24,1,0,9,0,13,0,0,0,0,1,0
0,0,1,937,473,32057,20,1,0,13,0,10,0,0,0,0,1,0
0,0,1,354,250,5999,5,1,0,15,0,14,0,0,5,0,1,1
0,1,1,106127,2130,80478,1142,1,0,10,0,19,0,0,0,0,1,1
0,0,0,70,270,1455,0,1,0,13,0,6,0,0,0,0,1,0
0,0,1,7875,8683,30264,95,1,0,13,1,16,1,0,0,0,1,0
0,0,1,3375,160,4304,60,1,0,6,1,15,0,0,0,0,1,1
0,0,0,30,161,129,0,1,1,9,0,9,0,0,2,0,1,1
0,0,1,4997,939,58642,124,1,0,13,0,14,0,0,1,1,1,1
0,0,1,50,110,587,3,1,0,13,0,3,0,0,0,0,1,0
0,0,1,1815,591,16486,46,1,0,9,1,17,0,1,0,0,1,1
0,0,0,6,0,14,0,0,1,15,0,15,0,0,0,0,0,0
0,1,1,119791,866,95481,1473,1,0,13,0,14,0,1,2,1,1,1
0,0,0,44,107,292,0,1,0,10,0,15,0,0,0,0,0,0
0,0,1,28,160,143,1,1,1,13,0,13,0,0,0,0,1,1
0,0,0,29,0,72,0,1,1,13,0,7,0,0,0,0,0,0
0,0,1,540,28,645,38,1,0,8,0,3,0,0,0,0,1,0
0,0,0,44,200,135,0,1,1,14,0,14,0,0,0,0,1,1
1,0,1,11873,0,55706,64,1,0,15,0,8,0,0,0,0,1,0
0,0,1,896,1439,102764,21,1,0,6,0,35,0,0,0,0,1,1
0,0,1,115,184,145,3,1,0,9,0,7,0,0,0,0,1,1
0,0,0,192,115,15388,2,1,0,8,0,6,0,0,0,0,1,0
0,0,0,31,152,91,0,1,1,14,0,14,0,0,3,0,1,1
0,0,1,998,1633,4512,24,1,0,8,0,6,0,0,0,0,1,0
0,0,0,12920,16602,30,1,1,1,9,0,9,0,0,0,0,1,0
0,0,0,192,209,4177,5,1,0,9,0,9,0,0,1,0,1,0
0,1,1,23343,1162,9838,356,1,0,15,0,22,0,0,0,0,1,0
0,0,1,141,891,3446,3,1,0,8,0,14,0,0,0,0,1,0
0,0,0,493,710,44352,19,1,0,15,0,9,0,0,3,0,1,1
0,0,1,122,129,275,4,1,0,15,0,17,0,0,0,0,1,0
0,0,0,24,154,101,1,1,1,13,0,13,0,0,0,0,1,1
0,0,1,126,272,2962,42,1,0,12,0,11,0,0,0,0,1,1
0,0,1,97,173,4663,0,1,0,7,0,14,0,0,0,0,0,0
0,0,1,936,244,83084,31,1,0,14,0,2,0,0,0,0,0,0
0,0,1,110,761,3203,3,1,0,8,0,5,0,0,0,1,1,0
0,0,1,110,645,20977,7,1,0,12,0,4,0,0,0,0,1,1
0,0,1,1541,860,48637,126,1,0,7,0,24,1,1,1,0,1,1
1,0,1,26,14,4241,2,1,0,11,0,11,0,0,0,0,0,1
0,0,0,104,217,1969,3,1,0,8,0,5,0,0,0,0,0,0
0,0,1,27896,432,100622,376,1,0,14,1,15,0,1,0,1,1,1
0,0,0,20,184,128,0,1,1,9,0,9,0,0,0,0,1,1
1,0,0,3714,419,12,17,1,1,8,0,5,0,0,0,0,1,1
0,0,1,422,820,73997,30,1,0,11,0,6,0,0,0,0,1,0
0,0,1,124,325,1136,5,1,0,11,0,12,0,0,0,0,1,0
0,1,1,93600,587,20459,231,1,0,11,0,12,0,0,0,0,1,0
0,0,1,473,130,20577,17,1,0,13,1,6,0,0,0,0,1,0
0,0,0,11,25,7,0,1,0,7,0,15,0,0,0,0,0,0
0,0,1,1066,209,2535,52,1,0,14,0,15,0,0,0,0,1,1
0,0,1,128,223,3084,11,1,0,12,1,21,0,1,0,0,1,1
0,0,0,79,370,188,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,1221,669,37464,0,1,0,15,0,19,0,0,0,0,0,0
0,0,1,31,177,127,0,1,1,15,0,15,0,0,0,0,1,1
0,0,1,635,565,90706,18,1,0,10,0,11,0,0,0,0,1,1
0,0,0,82411,91,70280,434,1,1,10,0,13,0,0,0,0,1,1
0,0,0,26,150,79,0,1,1,11,0,11,0,0,0,0,1,1
1,0,1,883,258,26642,69,1,0,8,0,12,0,0,0,0,1,0
0,0,0,29,166,95,0,1,1,12,0,12,0,0,0,0,1,1
0,1,1,12405,631,1009,940,1,0,11,0,12,0,2,0,1,1,1
0,0,1,225,248,1632,9,1,0,8,0,5,0,0,0,0,1,1
1,0,1,358,382,42814,10,1,0,8,0,9,0,0,0,0,1,0
0,0,0,34,125,87,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,4641,4213,8531,98,1,0,13,0,13,0,0,0,0,1,1
0,0,0,2207,1048,228959,171,1,0,4,0,6,0,0,0,0,1,0
0,0,1,448,329,18969,6,1,0,10,0,10,0,0,0,0,1,1
1,0,0,100,115,785,0,1,0,11,0,16,0,0,0,0,0,0
0,0,0,2708,2804,195059,160,1,0,11,0,12,0,0,0,0,0,0
0,0,1,206,128,12676,1,1,0,12,0,10,0,0,0,0,1,0
1,0,1,561,709,93,10,1,0,13,1,7,0,0,0,0,1,0
0,0,1,141,1071,117,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,112,83,11658,0,1,0,9,0,10,0,0,0,0,1,1
0,0,1,44,70,446,3,1,0,8,0,8,0,0,0,0,0,1
0,0,0,1,0,2,0,0,0,8,0,8,0,0,0,0,0,0
0,0,0,85,121,27031,29,1,0,8,1,4,0,0,0,0,1,0
0,0,0,90471,77042,83800,22,1,0,8,1,10,0,0,0,0,1,0
0,0,1,1823,1941,36054,19,1,0,9,0,5,0,0,0,0,0,0
0,0,0,205,0,39018,0,1,0,12,0,6,0,0,0,0,0,1
0,0,0,33,154,116,1,1,1,10,0,10,0,0,0,0,1,1
0,0,1,939,1837,10465,7,1,0,12,0,11,0,0,0,0,1,0
0,0,1,375,751,2737,10,1,0,9,0,10,0,1,0,0,1,0
0,0,1,1193,1661,38,16,1,0,8,0,13,0,0,0,0,1,0
0,1,1,145142,3,53244,88,1,0,14,0,13,0,0,0,0,1,0
0,0,0,334,1591,8679,1,1,0,7,0,10,0,0,0,0,0,0
0,0,0,35,181,88,0,1,1,13,0,14,0,0,0,0,0,0
0,0,0,131,456,5451,2,1,0,12,0,13,0,1,0,0,1,0
0,0,0,186,0,3,8,1,0,9,0,9,0,0,0,0,0,1
0,0,1,9,0,407,3,1,0,15,0,7,0,0,0,0,1,1
0,0,0,112,868,106,0,1,1,10,0,10,0,0,0,0,1,1
0,0,1,708,376,16212,3,1,0,10,1,10,0,0,0,0,1,0
0,0,1,1151,687,4265,1,1,0,12,0,6,0,0,0,0,1,0
0,0,1,1946,1391,15032,11,1,0,9,0,8,0,0,1,0,1,0
0,0,0,36,163,131,1,1,1,14,0,14,0,0,0,0,1,1
0,0,1,378,306,4513,31,1,0,6,0,13,0,0,0,0,1,1
0,0,1,291065,46934,7966,274,1,0,10,0,14,0,2,0,0,1,1
0,0,1,2,50,3,0,1,0,4,0,16,0,0,0,0,0,0
0,0,1,141,358,15497,2,1,0,12,0,5,0,0,0,0,1,0
0,0,1,42,65,2250,1,1,0,11,0,4,0,0,0,0,1,0
1,0,1,457,443,198922,18,1,0,7,1,5,0,0,0,0,0,0
0,0,1,376,160,12016,7,1,0,10,1,13,0,0,0,0,1,0
0,0,1,75,345,1341,1,1,0,14,0,11,1,0,0,1,1,1
0,0,1,35,166,135,3,1,1,11,0,11,0,0,0,0,1,1
0,0,1,89598,12348,1325,64,1,1,14,0,14,0,0,0,0,1,1
1,0,1,676,819,68323,12,1,0,9,0,13,0,0,0,0,1,0
0,0,0,854,1200,25638,1,1,1,9,1,7,1,2,0,0,1,0
0,1,1,2120146,1978,90141,4996,1,0,10,0,15,0,0,0,0,1,1
0,0,1,1340,422,30517,6,1,0,12,0,6,0,0,0,0,1,0
0,0,1,197,249,18147,32,1,0,10,0,8,0,0,0,0,1,0
0,0,0,173,85,14109,8,1,0,10,0,11,0,0,0,0,0,0
0,0,0,11111,390,115249,100,1,0,10,0,12,0,0,0,0,1,1
0,0,0,175,272,41622,17,1,0,11,1,11,1,0,0,0,0,0
0,0,0,4,0,131,0,1,1,11,0,11,0,0,0,0,1,0
0,0,0,1,0,12,0,0,1,10,0,15,0,0,0,0,0,0
0,0,1,962,8,18951,24,1,0,15,0,19,0,0,0,0,1,1
0,0,0,41,171,109,0,1,1,13,0,13,0,1,5,0,1,1
1,0,0,387,1455,34154,13,1,0,8,0,3,0,0,0,0,0,0
0,0,1,616,1446,2176,10,1,0,10,0,12,0,0,0,0,1,1
0,0,0,15,142,87,0,1,1,9,0,9,0,0,1,0,1,1
1,0,0,343,356,39850,1,1,0,15,1,1,0,0,0,0,0,0
0,0,1,265,256,15552,0,1,0,9,0,8,0,0,0,0,1,0
0,0,0,941,171,25118,29,1,0,6,0,1,0,0,0,0,1,0
0,0,1,117,386,9488,0,1,0,6,0,10,0,0,0,0,0,0
0,0,0,32,180,128,0,1,1,10,0,10,0,0,0,0,1,1
0,0,1,750,666,7558,60,1,0,5,0,17,1,0,0,0,1,1
1,0,1,137,435,9751,14,1,0,12,0,15,0,0,0,0,1,1
0,0,1,2,0,79,0,1,1,10,1,11,0,0,0,0,0,0
0,0,0,34,171,124,0,1,1,9,0,9,0,0,0,0,1,1
0,0,1,99,1272,2569,4,1,0,12,0,17,0,1,0,0,1,0
0,0,0,27,142,109,1,1,1,10,0,10,0,0,0,0,1,1
0,0,0,15046,10938,303901,161,1,1,14,0,22,1,0,0,0,1,0
0,0,1,31,131,105,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,32,165,110,0,1,1,11,0,11,0,0,4,0,1,1
0,0,0,35,145,102,0,1,1,12,0,12,0,0,0,0,1,1
0,1,1,6094,707,99145,193,1,0,9,0,13,0,1,0,0,1,1
1,0,1,106,167,43123,2,1,0,11,1,9,0,0,0,0,1,1
0,0,1,1470,1126,56888,33,1,0,13,0,4,0,1,1,0,1,1
0,0,0,32,133,81,0,1,1,10,0,10,0,0,7,0,1,1
1,0,1,256,249,3960,1,1,0,6,0,7,0,0,0,0,0,0
0,0,1,7128,7292,2433,11,1,1,9,0,16,0,0,0,0,1,0
0,0,1,35,168,122,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,7837,47,12074,102,1,0,9,0,11,0,0,0,0,1,1
0,1,1,1524921,48794,414835,1421,1,1,9,0,5,0,1,0,0,1,1
0,0,0,41,367,1693,1,1,0,8,0,5,0,0,0,0,1,1
0,0,1,2157,1702,336498,12,1,1,12,1,19,0,0,0,1,1,1
0,0,1,2082,4998,125336,217,1,0,8,0,10,0,0,0,0,1,0
0,0,1,2859,2167,90675,32,1,0,8,1,6,0,0,3,0,1,0
0,1,1,3859,2419,66977,163,1,0,8,1,11,0,4,0,0,1,1
0,0,1,491,114,2289,18,1,0,15,1,18,0,0,0,0,1,1
0,0,1,2366,828,95959,131,1,0,13,1,8,0,0,0,0,1,0
0,0,0,2192,374,73971,28,1,0,12,0,11,0,0,0,1,1,1
0,0,1,1953,430,2505,4,1,0,15,0,12,0,0,0,0,1,0
0,0,1,3304,89,4811,216,1,0,9,0,22,0,0,0,0,1,1
0,1,1,119093,3267,119567,938,1,1,9,0,11,0,0,1,0,1,1
0,0,1,167,146,2793,2,1,0,12,0,12,0,0,0,0,1,1
0,1,1,140215,59964,353438,956,1,0,9,0,9,0,0,0,1,1,1
0,0,1,5716,658,28843,404,1,0,11,0,40,1,2,0,0,1,1
0,0,1,2017,1118,128127,11,1,1,13,0,19,0,0,0,0,1,0
0,0,1,754,89,10183,53,1,0,11,0,12,0,0,0,0,1,1
0,0,0,593,319,20182,7,1,0,14,0,20,0,0,0,0,1,1
0,0,1,157,428,930,4,1,0,12,1,11,0,0,0,0,1,0
0,0,1,739,2936,19788,23,1,0,9,0,10,0,1,0,0,1,1
1,0,1,69,46,14,3,1,0,12,1,6,0,0,0,0,1,0
0,1,1,52846129,186,8886,46365,1,0,9,0,12,0,0,1,1,1,1
0,0,0,1,0,49,0,1,0,14,0,7,0,0,0,0,0,0
0,0,1,10,42,181,0,1,1,15,0,16,0,0,1,0,1,0
0,0,1,144,223,5526,1,1,0,5,0,7,0,0,0,0,1,0
0,0,1,85,289,3109,0,1,0,11,0,11,0,0,0,0,1,0
0,0,1,1060,823,1054,25,1,0,12,1,17,0,0,0,0,1,1
0,0,0,36,156,94,0,1,1,9,0,9,0,0,0,0,1,1
0,0,1,1715,576,63945,18,1,0,11,0,7,0,0,0,0,1,1
0,1,1,1104865,9198,55531,2068,1,0,12,0,17,0,1,0,0,1,1
0,0,0,225,0,3904,1,1,0,12,0,11,0,0,0,0,1,0
1,0,1,223,614,2952,5,1,0,13,0,10,0,0,1,0,1,0
0,0,1,169,1005,120,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,37,162,111,0,1,1,13,0,13,0,0,1,0,1,1
0,1,0,130938,108157,520499,419,1,1,14,1,9,0,0,0,0,1,1
0,1,1,393160,3371,127909,568,1,0,9,0,12,0,0,0,0,1,1
0,0,1,22682,17291,26451,163,1,0,9,0,9,0,1,0,0,1,1
0,0,0,66,567,537,0,1,0,12,0,11,0,0,0,0,0,0
0,0,1,43,0,5158,0,1,0,8,0,6,0,0,0,0,1,1
0,0,1,344,510,23134,5,1,0,15,0,17,0,0,0,0,1,0
0,0,0,16,0,95,1,1,1,13,0,9,0,0,0,0,1,0
0,0,1,443,791,63549,14,1,0,7,0,10,0,0,0,0,1,1
0,1,1,1282771,1046065,68619,747,1,1,8,0,9,0,0,0,1,1,1
0,0,1,269,731,30210,23,1,0,6,0,5,0,0,0,0,1,0
0,0,0,31,167,108,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,256897,92,17065,2697,1,0,10,1,10,0,0,1,0,1,1
0,0,1,694,2,132605,8,1,0,6,0,4,0,0,0,0,1,1
1,0,1,600,517,4305,0,1,0,13,0,16,0,0,0,0,1,0
0,0,1,279,482,10664,12,1,0,11,0,25,0,0,0,0,1,0
0,0,1,25,147,82,0,1,1,15,0,15,0,0,0,0,1,1
0,0,1,19505,3052,57529,248,1,0,15,0,15,0,0,0,0,1,1
0,0,1,22,171,107,0,1,1,10,0,10,0,0,1,0,1,1
0,0,0,30,154,113,0,1,1,12,0,12,0,0,4,0,1,1
1,0,0,485,1420,8820,28,1,0,13,0,16,0,0,0,0,1,0
1,0,0,3092,4322,153148,123,1,0,9,0,9,0,0,0,0,1,0
0,0,1,675,580,15007,26,1,0,5,0,2,0,0,0,0,1,1
0,0,1,859,1858,88329,17,1,0,10,0,34,0,1,0,0,1,0
0,0,0,48,162,130,0,1,1,13,0,13,0,0,0,0,1,1
1,0,1,548,440,15475,0,1,0,8,0,5,0,0,0,0,1,0
0,0,1,3121,180,20484,43,1,0,11,0,16,0,0,0,0,1,0
0,0,0,127341,1341,245745,1138,1,0,11,0,11,0,0,0,1,1,1
0,0,1,98,0,4785,1,1,0,13,0,13,0,0,0,0,1,0
0,0,0,326,145,1449,20,1,0,12,0,20,1,0,0,0,0,0
0,0,1,108,57,8340,13,1,0,8,1,17,0,0,0,0,1,0
0,0,1,665,665,167779,46,1,0,7,0,2,0,1,0,0,1,1
0,0,0,1224,1784,63864,18,1,1,10,0,17,0,0,1,0,1,0
1,0,1,143,1587,1093,1,1,0,10,1,12,0,0,0,0,0,0
0,0,1,1475,869,24171,40,1,0,11,0,8,0,0,0,0,1,1
0,1,1,176990,716,12744,297,1,1,7,0,7,0,0,0,0,1,1
1,0,1,499,1214,23261,12,1,0,8,0,6,0,1,1,0,1,0
0,0,1,3664,295,2415,48,1,0,14,0,15,0,0,0,0,1,1
0,1,0,3108829,33,639663,4611,1,1,14,0,15,0,0,0,0,1,0
1,0,1,321,129,4962,0,1,0,9,0,1,0,0,0,0,1,1
0,0,1,1004,0,7776,4,1,0,11,0,13,0,0,0,0,1,1
1,0,1,126,0,16511,8,1,0,13,0,7,0,0,0,0,1,0
1,0,1,13,124,673,0,1,0,6,0,11,0,0,0,0,1,0
0,1,1,747909,372,47628,1785,1,0,14,0,15,0,1,0,0,1,1
1,0,1,457,242,92057,13,1,0,9,0,4,0,0,0,0,1,0
0,0,1,334,103,11002,7,1,0,10,0,11,0,0,0,0,1,1
0,0,0,27,130,97,0,1,1,15,0,15,0,0,0,0,1,1
0,0,1,1113,743,32340,56,1,0,6,0,4,0,0,0,0,1,1
0,0,0,764,753,80874,56,1,0,8,0,2,0,0,0,0,1,1
1,0,1,14,209,1465,1,1,0,7,0,8,0,0,0,0,1,0
0,0,0,31,140,86,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,300,0,32810,42,1,0,15,0,18,0,0,0,0,1,0
1,0,0,133,0,3052,9,0,0,7,0,12,0,0,0,0,0,1
0,0,1,1074,1698,9734,33,1,0,13,0,12,0,0,0,0,1,1
0,0,1,23,18,498,0,1,0,11,0,11,0,0,0,0,0,0
0,0,1,6910,7803,3652,12,1,1,9,0,10,0,0,0,0,1,0
0,0,0,275,5,5253,59,1,0,9,1,10,0,0,0,0,1,0
0,0,1,366,512,60310,30,1,0,11,1,4,0,0,0,0,1,1
0,0,1,623,541,31417,45,1,0,8,0,5,0,0,0,0,1,1
0,0,1,1282,152,6182,225,1,0,15,0,23,0,0,0,0,1,1
1,0,1,577,881,12097,69,1,0,15,0,2,0,0,0,0,1,0
0,0,1,1304,1714,6871,63,1,0,8,0,18,0,0,0,0,1,1
0,0,1,243,163,219,18,1,0,12,1,18,0,1,0,0,1,1
0,0,0,18,156,89,0,1,1,11,0,11,0,0,0,0,1,1
0,0,0,32,150,97,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,33,171,147,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,379,311,13262,5,1,0,9,0,16,0,0,0,0,0,0
0,0,1,251,522,15276,14,1,0,12,0,5,0,0,0,0,1,1
0,0,0,4762,5374,80562,127,1,0,5,1,11,0,0,0,0,1,1
0,0,0,12,636,1452,0,1,0,4,0,14,0,0,0,0,1,0
0,0,1,345,0,47868,8,1,0,10,1,5,0,0,0,0,1,1
0,0,1,1062,336,10259,82,1,0,6,0,16,0,0,0,0,1,1
0,0,0,83,903,109,0,1,1,13,0,13,0,0,1,0,1,1
0,0,1,810,0,12327,46,1,0,11,0,13,0,0,0,0,0,1
0,0,1,84,662,83,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,612,281,42475,2,1,0,6,1,15,0,1,0,0,1,0
1,0,1,1153,345,32950,16,1,0,10,1,6,0,0,0,0,1,0
0,0,1,173,180,8264,1,1,0,10,0,6,0,0,0,0,1,0
0,0,1,33,152,90,1,1,1,13,0,13,0,0,0,0,1,1
0,0,1,16561,21312,156307,1183,1,0,11,0,5,0,0,0,0,1,1
0,1,1,15712,3923,167964,276,1,0,13,0,14,0,4,0,0,1,1
0,0,1,9340,8582,12173,254,1,0,12,0,14,0,0,0,0,1,1
0,0,1,875,599,93589,2,1,0,12,1,9,0,0,0,0,1,0
0,0,0,35,165,95,0,1,1,10,0,11,0,0,0,0,0,0
0,0,1,1081,376,4981,29,1,0,8,0,8,0,1,0,0,1,1
0,0,1,153,804,2732,7,1,1,12,0,12,0,0,0,0,1,1
1,0,0,1641,276,63423,15,1,0,12,0,13,0,0,0,0,0,0
0,0,1,505,458,12893,5,1,0,10,0,11,0,2,0,0,1,0
0,0,1,1049,1254,6805,74,1,0,12,0,13,0,0,1,0,1,1
0,0,1,148,406,3984,0,1,0,5,0,13,0,0,0,0,1,0
0,0,1,1999,2366,138094,36,1,0,7,0,3,0,0,0,0,1,0
0,0,0,25,142,77,0,1,1,14,0,14,0,0,0,0,1,1
1,0,1,567,322,46081,36,1,0,10,0,11,0,0,0,0,1,1
0,0,1,9133,6747,16072,223,1,0,8,0,10,0,1,0,1,1,0
0,0,1,787,544,5719,19,1,0,13,0,20,0,0,0,0,1,1
0,0,1,39,188,140,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,159,499,855,2,1,0,9,0,9,0,0,0,0,1,1
0,0,1,8,0,88,0,1,1,12,0,13,0,0,0,0,1,0
0,0,1,20,88,132,0,1,0,13,0,13,0,0,0,0,1,0
0,0,1,67,0,1637,0,1,0,14,1,11,1,0,0,1,1,0
0,0,0,39,142,80,0,1,1,15,0,16,0,0,0,0,0,0
0,0,1,473,764,29523,18,1,0,9,0,14,0,0,0,0,1,1
0,0,0,97,994,125,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,574,401,20850,41,1,0,8,0,9,0,0,0,0,1,1
0,0,0,38,148,93,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,18,0,118,0,1,0,10,0,11,0,0,0,0,0,0
0,0,0,31,156,137,0,1,1,9,0,9,0,0,0,0,1,1
0,0,0,78,783,98,0,1,1,10,0,10,0,0,0,0,1,1
0,0,0,34,184,111,0,1,1,12,0,12,0,0,0,0,1,1
1,0,0,863,1474,106872,34,1,0,7,1,1,0,0,0,0,0,0
0,0,1,62,29,88,0,1,0,11,0,11,0,0,0,0,1,0
0,0,0,39,179,118,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,162,0,774,0,1,0,8,0,16,0,0,0,0,1,0
0,0,1,202,246,23369,0,1,0,14,1,10,0,0,0,0,1,1
0,0,0,1234,0,1888,9,1,0,8,0,6,0,0,0,0,1,1
1,0,1,286,267,5142,1,1,0,9,0,8,0,0,0,0,1,0
0,0,1,34,186,123,1,1,1,13,0,13,0,0,0,0,1,1
1,0,1,724,287,75259,12,1,0,15,0,5,0,0,0,0,1,0
0,0,1,6901,182,11169,266,1,0,7,0,4,0,0,0,1,1,1
0,0,0,32,157,96,0,1,1,15,0,15,0,0,0,0,1,1
0,0,1,188,128,3985,15,1,0,8,0,7,0,0,0,0,0,1
0,0,1,7582,8296,36,9,1,1,12,0,13,0,0,0,0,1,0
0,0,1,633,501,2729,37,1,0,14,0,4,0,0,0,0,1,1
0,0,0,35,159,90,1,1,1,10,0,10,0,0,0,0,1,1
0,1,1,646500,13443,42876,1776,1,0,13,0,14,0,1,4,1,1,1
0,0,1,123,187,23507,2,1,0,9,1,12,0,0,0,0,1,0
0,0,1,1007,611,75665,62,1,0,13,0,4,0,0,0,0,1,1
0,1,1,2644,883,32415,61,1,0,11,0,12,0,4,0,0,1,1
0,0,1,92,28,1691,4,1,0,15,0,12,0,0,0,0,0,0
0,0,1,105,242,1260,8,1,0,15,0,18,0,0,0,0,1,0
0,0,1,2160813,0,83,1938,1,0,11,0,24,1,0,0,0,1,0
0,0,0,30,189,115,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,667,4,1404,14,1,0,8,0,8,0,0,0,0,0,1
0,0,0,35,147,104,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,34877,545,45354,55,1,1,14,1,13,0,0,0,0,1,1
0,0,0,424,1539,11422,11,1,0,12,0,9,0,0,0,0,1,0
0,0,1,301,352,38357,0,1,0,14,0,12,0,0,0,0,1,0
1,0,1,65004,76721,8355,58,1,1,9,0,8,0,0,0,0,0,0
0,0,1,211,397,11500,0,1,0,13,1,11,0,0,4,0,1,0
0,0,1,1103,47,96952,8,1,0,13,0,19,0,0,0,1,1,1
1,0,1,167,714,108719,2,1,0,8,1,6,0,0,0,0,1,0
0,0,1,727,1551,1274,41,1,0,10,0,15,0,0,0,0,1,1
0,0,0,263,225,65996,16,1,0,9,0,9,0,0,0,0,0,1
0,0,1,14021,195,1833,51,1,0,11,0,12,0,5,0,0,1,1
0,1,1,8829,4067,69712,321,1,0,4,0,14,0,0,0,0,1,1
0,0,1,817,903,15232,17,1,0,15,1,12,0,0,0,0,1,1
0,0,0,407,766,8318,2,1,0,7,0,14,0,0,0,0,1,0
0,0,0,125,143,9724,2,1,0,11,0,16,0,0,0,0,1,0
1,0,1,195,568,16641,3,1,0,11,0,6,0,0,0,0,1,0
0,0,1,626,2153,40691,32,1,0,5,0,5,0,1,0,0,1,1
0,0,1,1458,9,24939,60,1,0,10,0,17,0,0,0,0,0,1
0,0,1,892,1088,864,9,1,0,15,0,16,0,0,0,0,1,1
0,0,1,166,290,4338,5,1,0,11,0,12,0,0,0,0,1,1
0,0,1,785,696,931893,54,1,1,11,1,14,0,0,0,0,1,0
0,0,0,630,693,92808,21,1,0,6,0,6,0,0,4,0,1,0
0,0,1,2558,2611,15063,116,1,0,13,0,12,0,0,0,0,1,1
0,0,0,225,3,1,11,1,0,11,0,11,0,0,0,0,1,0
0,0,1,137487,18503,37336,2277,1,0,14,0,10,0,0,0,0,1,0
0,0,0,327,9,54526,2,1,0,9,0,10,0,0,0,0,0,1
0,0,0,456,217,59429,6,1,0,15,0,4,0,0,0,0,0,0
0,0,1,542,507,57271,22,1,0,10,0,19,1,0,0,0,1,1
0,0,1,1919,703,40821,134,1,0,8,0,15,0,0,0,0,1,0
0,0,1,123,1210,594,6,1,0,10,0,19,0,0,0,0,1,0
0,0,1,723,389,21622,1,1,0,12,0,6,0,0,0,0,1,0
0,0,1,18,0,591,0,1,0,15,0,18,0,0,0,1,1,1
0,0,1,85,177,1696,5,1,0,12,0,5,0,0,0,0,1,0
0,0,1,26,0,1031,3,1,0,8,0,6,0,0,0,0,1,0
0,0,0,639,1150,19388,11,1,1,15,0,16,0,0,0,0,1,0
0,0,0,1580,2972,5866,24,1,0,12,1,13,0,0,0,1,1,1
0,0,1,111,1091,114,1,1,1,14,0,14,0,0,0,0,1,1
0,0,1,256,306,17566,5,1,0,11,0,13,0,0,0,0,0,0
0,1,1,111436,100376,136631,3029,1,1,7,0,8,0,0,0,1,1,1
1,0,1,293,769,29089,3,1,0,10,0,11,0,0,0,0,1,1
0,0,1,154,104,4314,6,1,0,10,0,11,0,0,0,0,1,1
0,1,0,814368,3,907,5859,1,0,11,0,21,0,1,0,0,1,0
0,0,1,33,185,115,0,1,1,12,0,12,0,0,0,0,1,1
1,0,0,289,243,15734,2,1,0,14,0,17,0,0,0,0,1,0
0,0,0,38,175,89,0,1,1,13,0,14,0,0,0,0,0,0
0,0,0,38,18,241,2,1,0,8,0,5,0,0,0,0,1,1
0,0,0,25,140,82,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,917,1647,31059,77,1,0,7,0,7,0,0,0,0,1,0
1,0,1,1200,645,38078,51,1,0,9,1,9,0,0,0,0,1,1
0,0,1,5354,2209,8770,232,1,0,12,0,13,0,3,2,0,1,1
0,0,1,457,196,14982,7,1,0,13,1,15,0,1,4,1,1,0
1,0,1,172,453,2475,8,1,0,8,0,5,0,0,0,0,1,0
0,0,1,4939,1528,8476,7,1,0,10,0,11,0,0,0,0,1,1
0,0,0,34,147,114,0,1,1,14,0,14,0,0,0,0,1,1
1,0,0,845,234,39054,0,1,0,9,0,2,0,0,0,0,1,0
0,0,0,183,314,4031,5,1,0,10,0,9,0,0,0,0,0,1
1,0,1,124,120,11584,3,1,0,9,0,4,0,0,0,0,0,0
