UserID,CreatedAt,CollectedAt,NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile 
33256502,19/4/09 12:32,24/11/09 23:49,123,74,335,13,58
33256521,19/4/09 12:32,19/11/09 18:19,6,6,13,13,0
33256928,19/4/09 12:34,25/11/09 11:56,109,241,4277,7,76
33260189,19/4/09 12:46,14/11/09 19:46,233,223,1138,9,49
33269411,19/4/09 13:19,27/11/09 10:51,7,28,164,14,0
33282120,19/4/09 14:06,27/11/09 17:35,617,616,30271,12,156
33285959,19/4/09 14:21,14/11/09 20:46,58,34,91,8,0
33288821,19/4/09 14:32,26/11/09 12:51,480,349,3021,15,0
33304345,19/4/09 15:29,25/11/09 22:52,21,28,639,14,73
33304504,19/4/09 15:30,21/11/09 13:26,323,535,12512,12,156
33319733,19/4/09 16:42,17/11/09 23:50,4,18,14,8,0
33323387,19/4/09 17:00,22/11/09 20:41,17,34,297,12,61
33324618,19/4/09 17:06,17/11/09 0:05,79,31,309,12,150
33339092,19/4/09 18:24,12/11/09 18:15,190,612,5743,11,17
33343246,19/4/09 18:41,14/11/09 2:32,756,485,1505,9,16
33346621,19/4/09 18:54,24/11/09 7:29,595,78,147,6,55
33348805,19/4/09 19:06,27/11/09 10:12,63,90,3233,13,0
33362842,19/4/09 20:09,14/11/09 21:57,118,100,2097,11,81
33367271,19/4/09 20:25,14/11/09 4:49,80,168,2977,13,28
33367895,19/4/09 20:27,22/11/09 6:59,215,158,990,9,29
33375646,19/4/09 20:49,15/11/09 12:29,47,48,176,12,0
33376874,19/4/09 20:53,14/11/09 9:15,364,259,4918,11,66
33378582,19/4/09 20:58,25/11/09 21:59,149,60,1362,14,26
33380039,19/4/09 21:04,27/11/09 20:05,64,69,1121,10,0
33384537,19/4/09 21:20,22/11/09 1:33,101,182,3112,8,23
33388400,19/4/09 21:31,23/11/09 22:57,46,51,1101,10,0
33390253,19/4/09 21:36,14/11/09 14:15,28,56,141,6,0
33394257,19/4/09 21:48,21/11/09 2:03,205,305,8824,8,80
33395692,19/4/09 21:53,21/11/09 12:16,5,12,2,10,0
33403386,19/4/09 22:18,16/11/09 8:38,101,120,8,10,77
33411019,19/4/09 22:46,23/11/09 23:49,17,181,3659,13,133
33411985,19/4/09 22:49,26/11/09 0:26,187,81,380,11,5
33423265,19/4/09 23:28,23/11/09 0:09,162,53,247,9,20
33424889,19/4/09 23:33,12/11/09 19:14,58,52,750,15,75
33433763,20/4/09 0:09,24/11/09 5:28,102,151,3336,14,156
33434494,20/4/09 0:13,19/11/09 0:58,60,39,457,8,79
33438750,20/4/09 0:37,22/11/09 22:30,96,92,327,9,0
33445147,20/4/09 1:19,22/11/09 0:46,447,530,2203,9,48
33447067,20/4/09 1:32,13/11/09 4:43,238,141,2229,12,122
33448745,20/4/09 1:45,16/11/09 22:19,50,71,509,11,0
33452448,20/4/09 2:15,13/11/09 2:19,16,6,294,8,14
33452988,20/4/09 2:19,14/11/09 9:02,1229,2869,7548,12,143
33455385,20/4/09 2:35,19/11/09 23:37,36,27,192,10,11
33459099,20/4/09 3:03,21/11/09 1:55,264,506,10548,15,114
33460731,20/4/09 3:17,24/11/09 5:30,254,250,789,8,30
33480251,20/4/09 5:56,27/11/09 19:25,56,245,1960,15,0
33484206,20/4/09 6:23,15/11/09 10:10,59,67,227,10,129
33486122,20/4/09 6:36,24/11/09 23:24,601,579,2044,6,141
33486173,20/4/09 6:36,16/11/09 2:56,15,17,360,15,0
33488296,20/4/09 6:49,19/11/09 6:02,440,527,1277,15,46
33492496,20/4/09 7:11,16/11/09 3:05,180,413,16227,7,56
33495645,20/4/09 7:26,29/11/09 2:20,98,99,31146,8,93
33498410,20/4/09 7:39,13/11/09 5:50,555,328,1240,7,79
33501524,20/4/09 7:53,25/11/09 5:07,537,596,25508,7,122
33507727,20/4/09 8:16,27/11/09 14:44,784,124,615,12,125
33509100,20/4/09 8:21,20/11/09 2:23,0,1225,9484,13,92
33510656,20/4/09 8:26,27/11/09 11:47,57,61,740,7,0
33514019,20/4/09 8:38,20/11/09 12:42,3950,3943,3057,9,7
33517440,20/4/09 8:50,15/11/09 5:20,41,321,6238,10,46
33520668,20/4/09 9:01,13/11/09 8:53,0,117,130,11,27
33520977,20/4/09 9:02,27/11/09 12:51,36,35,745,6,0
33523162,20/4/09 9:10,16/11/09 13:57,27,22,48,12,0
33525345,20/4/09 9:17,24/11/09 17:12,557,1996,12741,10,23
33525720,20/4/09 9:18,19/11/09 23:08,748,836,14551,8,53
33546893,20/4/09 10:20,15/11/09 6:36,757,688,3752,15,113
33550608,20/4/09 10:31,23/11/09 14:26,197,591,19166,8,62
33556652,20/4/09 10:48,22/11/09 19:27,47,55,1175,9,92
33562238,20/4/09 11:04,21/11/09 18:25,778,519,11263,9,72
33571211,20/4/09 11:31,18/11/09 13:06,86,73,876,10,159
33571660,20/4/09 11:32,22/11/09 8:36,111,47,348,10,0
33574587,20/4/09 11:41,15/11/09 19:25,0,2,44,13,62
33581846,20/4/09 12:03,17/11/09 16:39,748,375,10496,10,49
33592040,20/4/09 12:32,15/11/09 20:25,26,12,39,13,30
33593902,20/4/09 12:38,19/11/09 21:07,47,96,2075,11,118
33598308,20/4/09 12:51,24/11/09 11:30,82,34,90,8,0
33607986,20/4/09 13:20,19/11/09 19:07,240,206,459,15,50
33614470,20/4/09 13:40,21/11/09 2:53,148,188,8885,6,87
33618512,20/4/09 13:53,17/11/09 21:47,77,39,18,7,0
33626220,20/4/09 14:17,14/11/09 22:32,92,941,3723,15,78
33633045,20/4/09 14:37,24/11/09 12:33,196,334,6008,13,110
33639881,20/4/09 14:57,29/11/09 14:16,85,63,425,9,45
33650449,20/4/09 15:28,27/11/09 2:47,195,316,7986,11,133
33663318,20/4/09 16:06,12/11/09 18:45,116,123,418,15,0
33663334,20/4/09 16:06,16/11/09 1:59,41,33,504,12,31
33664939,20/4/09 16:10,22/11/09 14:22,29,61,54,15,17
33681554,20/4/09 16:59,16/11/09 21:40,13,15,56,7,0
33682332,20/4/09 17:02,24/11/09 0:20,191,71,716,10,126
33684320,20/4/09 17:07,21/11/09 21:22,19,5,7,10,70
33686092,20/4/09 17:12,18/11/09 13:31,87,171,1726,9,74
33687891,20/4/09 17:17,23/11/09 7:37,179,312,9575,15,29
33688103,20/4/09 17:17,24/11/09 18:31,82,44,95,11,131
33688658,20/4/09 17:19,22/11/09 3:19,684,331,816,13,0
33695106,20/4/09 17:37,29/11/09 0:21,228,39,346,8,46
33697201,20/4/09 17:42,19/11/09 20:19,1354,662,127,10,0
33705455,20/4/09 18:05,13/11/09 0:47,48,88,1266,15,0
33707086,20/4/09 18:09,29/11/09 8:50,218,207,7530,10,47
33714878,20/4/09 18:31,13/11/09 10:38,103,109,3332,13,140
33721362,20/4/09 18:49,19/11/09 17:38,42,82,1048,14,75
33722413,20/4/09 18:52,14/11/09 1:28,106,346,10091,8,120
33726395,20/4/09 19:04,25/11/09 8:15,46,35,24,8,0
33740087,20/4/09 19:43,15/11/09 13:00,30,14,13,11,0
33742583,20/4/09 19:50,22/11/09 1:28,64,82,2256,11,7
33746814,20/4/09 20:02,16/11/09 6:27,36,48,1743,7,54
33748041,20/4/09 20:06,17/11/09 3:41,151,120,178,8,24
33750175,20/4/09 20:13,18/11/09 0:08,52,135,6426,9,40
33761768,20/4/09 20:47,13/11/09 7:25,119,104,803,8,45
33763220,20/4/09 20:51,18/11/09 10:43,4999,4544,2538,15,17
33764734,20/4/09 20:55,13/11/09 11:07,88,54,406,11,19
33767116,20/4/09 21:02,14/11/09 10:52,49,57,483,10,73
33769725,20/4/09 21:10,17/11/09 2:14,217,161,636,13,0
33772632,20/4/09 21:19,15/11/09 15:28,22,33,463,12,0
33777353,20/4/09 21:33,18/11/09 17:06,165,130,2148,12,20
33785122,20/4/09 21:57,23/11/09 7:00,69,182,4357,8,125
33785131,20/4/09 21:57,13/11/09 17:57,91,154,2964,15,31
33786005,20/4/09 22:00,23/11/09 7:36,37,25,160,14,0
33794897,20/4/09 22:30,12/11/09 23:29,108,31,31,7,0
33805331,20/4/09 23:06,12/11/09 17:13,134,57,318,8,9
33812415,20/4/09 23:32,18/11/09 23:06,132,93,1155,6,83
33813379,20/4/09 23:36,23/11/09 22:14,20,112,187,11,85
33818938,21/4/09 0:02,15/11/09 5:08,118,39,201,6,62
33819656,21/4/09 0:05,27/11/09 13:57,23,27,91,6,69
33821524,21/4/09 0:15,18/11/09 10:42,22,11,25,13,0
33822273,21/4/09 0:19,24/11/09 19:13,13,8,44,8,26
33823033,21/4/09 0:23,25/11/09 12:32,143,55,1238,13,0
33823837,21/4/09 0:28,25/11/09 7:18,78,110,1194,13,27
33832797,21/4/09 1:24,20/11/09 13:25,87,99,1863,8,0
33833016,21/4/09 1:26,19/11/09 15:01,389,264,2572,4,68
33834746,21/4/09 1:38,15/11/09 6:58,171,133,1904,12,84
33845747,21/4/09 2:49,15/11/09 0:08,117,141,5913,8,51
33846449,21/4/09 2:54,25/11/09 15:17,28,24,270,13,50
33849411,21/4/09 3:16,21/11/09 19:58,206,910,1041,9,72
33850702,21/4/09 3:24,15/11/09 18:16,36,87,2045,15,33
33853892,21/4/09 3:46,21/11/09 13:43,453,270,5390,13,61
33865287,21/4/09 5:12,27/11/09 0:38,199,243,9765,9,21
33866833,21/4/09 5:23,25/11/09 22:04,38,40,5037,8,76
33878217,21/4/09 6:39,29/11/09 6:56,992,899,288,12,153
33878643,21/4/09 6:42,25/11/09 14:46,119,67,1072,10,0
33883091,21/4/09 7:07,22/11/09 14:02,84,664,8246,13,89
33887098,21/4/09 7:27,22/11/09 15:47,20,15,118,10,0
33889894,21/4/09 7:40,13/11/09 4:25,14,4,39,12,41
33903487,21/4/09 8:33,13/11/09 22:44,133,258,3100,9,0
33905606,21/4/09 8:40,27/11/09 6:42,908,1556,271,14,84
33911217,21/4/09 8:59,29/11/09 7:39,303,274,1695,10,16
33915628,21/4/09 9:16,27/11/09 8:26,1,758,12403,8,0
33922980,21/4/09 9:41,19/11/09 19:05,40,27,125,13,159
33925819,21/4/09 9:51,15/11/09 14:57,116,95,1759,12,44
33947656,21/4/09 11:03,21/11/09 4:41,26,42,484,7,62
33952639,21/4/09 11:20,13/11/09 1:20,40,44,1320,5,15
33962920,21/4/09 11:55,21/11/09 1:34,113,55,1571,5,92
33970372,21/4/09 12:21,17/11/09 6:55,121,2527,430,8,0
33981660,21/4/09 12:58,16/11/09 21:25,84,96,1041,8,62
33987117,21/4/09 13:15,24/11/09 12:28,35,49,688,7,0
33989798,21/4/09 13:23,18/11/09 13:47,16,21,308,6,34
33990429,21/4/09 13:26,25/11/09 21:57,110,36,1126,10,11
33991077,21/4/09 13:28,19/11/09 7:35,1993,1619,5046,15,119
33995440,21/4/09 13:42,22/11/09 8:25,109,150,10056,10,76
34004150,21/4/09 14:11,21/11/09 9:30,49,109,2067,10,44
34005274,21/4/09 14:14,12/11/09 16:48,147,523,2607,10,67
34014709,21/4/09 14:43,21/11/09 6:16,101,583,3427,11,126
34018387,21/4/09 14:54,23/11/09 7:35,61,71,12553,6,72
34022734,21/4/09 15:07,25/11/09 12:54,143,85,3007,11,91
34027146,21/4/09 15:21,24/11/09 13:12,152,122,1254,7,100
34031209,21/4/09 15:33,14/11/09 4:40,86,94,77,11,0
34037077,21/4/09 15:51,14/11/09 21:09,227,227,648,9,125
34038402,21/4/09 15:55,12/11/09 22:53,18,19,247,7,17
34040947,21/4/09 16:03,17/11/09 18:29,210,414,1208,11,0
34067225,21/4/09 17:22,14/11/09 20:17,561,724,1777,10,105
34071317,21/4/09 17:35,26/11/09 19:14,110,338,8887,11,122
34078985,21/4/09 17:58,25/11/09 4:16,66,34,150,15,154
34080187,21/4/09 18:01,13/11/09 16:26,199,152,1965,8,79
34082706,21/4/09 18:08,20/11/09 19:47,114,279,7195,15,70
34089520,21/4/09 18:29,21/11/09 10:18,72,39,501,11,16
34095248,21/4/09 18:46,12/11/09 15:43,17,74,1242,12,80
34097944,21/4/09 18:54,27/11/09 15:03,38,74,1023,8,155
34103858,21/4/09 19:12,14/11/09 1:50,9,19,351,12,23
34111365,21/4/09 19:35,18/11/09 4:40,28,11,35,13,0
34118425,21/4/09 19:57,14/11/09 15:28,18,33,94,10,118
34124036,21/4/09 20:14,28/11/09 18:51,50,49,493,13,0
34124040,21/4/09 20:14,20/11/09 8:10,198,219,1329,11,54
34130476,21/4/09 20:34,12/11/09 21:50,35,44,442,11,0
34134363,21/4/09 20:46,27/11/09 9:22,75,60,451,11,58
34137451,21/4/09 20:55,19/11/09 6:19,53,62,289,8,69
34145806,21/4/09 21:21,21/11/09 11:55,27,21,1065,7,0
34146344,21/4/09 21:23,14/11/09 0:00,227,158,2540,9,73
34146996,21/4/09 21:25,24/11/09 17:14,32,26,424,13,67
34150907,21/4/09 21:37,23/11/09 18:58,62,61,232,8,0
34158577,21/4/09 22:02,24/11/09 1:36,5,122,13,11,156
34161016,21/4/09 22:10,14/11/09 23:35,56,146,1922,8,47
34169526,21/4/09 22:38,13/11/09 18:35,75,433,9529,11,155
34171780,21/4/09 22:46,17/11/09 15:40,54,33,370,10,14
34173993,21/4/09 22:54,16/11/09 14:10,12,21,124,8,0
34180544,21/4/09 23:20,22/11/09 10:31,255,183,4857,14,18
34180595,21/4/09 23:20,23/11/09 16:12,75,87,3452,11,16
34181008,21/4/09 23:22,18/11/09 23:09,53,62,489,11,0
34188175,21/4/09 23:51,19/11/09 21:24,124,722,21680,11,91
34188483,21/4/09 23:52,22/11/09 23:49,117,172,3776,15,6
34189982,21/4/09 23:59,13/11/09 21:30,36,19,142,7,61
34190128,22/4/09 0:00,15/11/09 19:51,40,37,511,8,38
34203479,22/4/09 1:09,29/11/09 6:32,50,34,740,9,40
34204525,22/4/09 1:15,25/11/09 5:57,37,70,2520,9,42
34208557,22/4/09 1:41,25/11/09 22:44,99,40,395,15,65
34210377,22/4/09 1:54,17/11/09 20:50,0,1,3,13,0
34213147,22/4/09 2:14,29/11/09 1:49,48,70,820,11,21
34216796,22/4/09 2:39,19/11/09 8:27,160,331,12972,9,114
34218630,22/4/09 2:53,15/11/09 2:08,14,10,807,14,48
34221668,22/4/09 3:19,17/11/09 10:59,242,112,808,8,0
34221707,22/4/09 3:19,14/11/09 6:54,219,141,2230,7,59
34222484,22/4/09 3:25,17/11/09 5:32,124,131,333,6,0
34225958,22/4/09 3:55,14/11/09 5:04,43,35,502,8,56
34234450,22/4/09 5:09,27/11/09 5:34,1697,3692,33139,15,149
34235399,22/4/09 5:16,18/11/09 22:59,267,605,2778,7,72
34235457,22/4/09 5:17,23/11/09 2:41,699,2144,3469,6,43
34241591,22/4/09 6:03,13/11/09 7:24,5104,5112,2118,11,66
34241921,22/4/09 6:05,18/11/09 9:44,29,56,973,8,39
34243239,22/4/09 6:15,19/11/09 4:30,5,234,98,12,38
34273176,22/4/09 8:39,23/11/09 1:12,170,147,1403,12,112
34297743,22/4/09 10:14,27/11/09 9:03,105,133,545,4,25
34305032,22/4/09 10:40,18/11/09 14:09,89,102,274,8,73
34306643,22/4/09 10:46,22/11/09 12:47,13,366,7366,10,0
34311438,22/4/09 11:04,13/11/09 7:19,348,210,1184,7,0
34320498,22/4/09 11:36,13/11/09 10:04,47,64,375,7,0
34323722,22/4/09 11:47,13/11/09 7:44,35,15,46,8,0
34340456,22/4/09 12:46,20/11/09 9:20,28,28,76,10,0
34342175,22/4/09 12:52,12/11/09 17:51,37,60,704,10,29
34343801,22/4/09 12:57,26/11/09 15:54,142,117,1339,5,35
34346689,22/4/09 13:07,13/11/09 11:26,78,307,6666,7,0
34363126,22/4/09 14:04,17/11/09 20:51,161,154,5597,13,42
34363775,22/4/09 14:06,14/11/09 3:31,8080,7350,4309,13,113
34370694,22/4/09 14:31,14/11/09 9:20,50,37,302,12,50
34376616,22/4/09 14:52,19/11/09 12:45,120,35,402,11,55
34384008,22/4/09 15:18,20/11/09 2:56,107,3674,2811,9,22
34386874,22/4/09 15:28,13/11/09 14:47,21,29,113,11,150
34397068,22/4/09 16:02,24/11/09 4:18,1258,952,2424,13,0
34400894,22/4/09 16:14,26/11/09 17:47,24,12,101,8,0
34402834,22/4/09 16:21,22/11/09 2:24,54,24,50,13,62
34404783,22/4/09 16:27,16/11/09 15:51,590,311,2571,14,152
34404848,22/4/09 16:27,26/11/09 19:42,42,98,714,9,127
34410189,22/4/09 16:45,23/11/09 19:17,132,2645,1758,12,0
34422709,22/4/09 17:25,24/11/09 15:25,90,49,898,10,10
34423506,22/4/09 17:28,19/11/09 13:10,130,261,4041,13,101
34425237,22/4/09 17:33,21/11/09 3:13,79,371,10062,13,52
34434801,22/4/09 18:05,16/11/09 10:01,1201,708,466,6,99
34442213,22/4/09 18:28,20/11/09 1:45,180,1237,11046,10,41
34446984,22/4/09 18:44,17/11/09 21:25,6,6,15,9,0
34451411,22/4/09 18:57,21/11/09 6:33,42,60,210,8,0
34456624,22/4/09 19:14,26/11/09 18:48,80,287,4650,6,32
34460094,22/4/09 19:25,16/11/09 10:43,32,41,864,12,158
34463065,22/4/09 19:35,28/11/09 21:27,8,23,797,10,31
34467025,22/4/09 19:47,22/11/09 11:46,137,124,3744,6,55
34467409,22/4/09 19:48,12/11/09 20:10,50,40,491,10,0
34473172,22/4/09 20:06,25/11/09 12:12,314,254,4263,11,128
34475126,22/4/09 20:12,27/11/09 20:04,11,8,44,13,0
34475407,22/4/09 20:13,26/11/09 19:39,55,25,429,5,46
34475501,22/4/09 20:13,14/11/09 12:53,101,210,3619,13,0
34476589,22/4/09 20:17,25/11/09 15:24,212,170,442,7,160
34480147,22/4/09 20:28,16/11/09 5:11,31,18,412,6,5
34480805,22/4/09 20:30,22/11/09 14:41,71,422,15542,9,142
34484552,22/4/09 20:43,13/11/09 9:05,75,28,1223,14,12
34486469,22/4/09 20:49,14/11/09 3:33,38,36,271,10,51
34487253,22/4/09 20:51,13/11/09 5:56,57,114,755,5,17
34491923,22/4/09 21:06,23/11/09 13:54,13,9,40,8,0
34495112,22/4/09 21:16,14/11/09 14:23,55,114,2805,9,29
34506623,22/4/09 21:53,22/11/09 1:32,27,9,601,11,50
34511523,22/4/09 22:10,27/11/09 13:30,133,204,1410,10,16
34511775,22/4/09 22:11,16/11/09 12:32,55,34,631,10,53
34514318,22/4/09 22:20,27/11/09 20:09,116,230,7848,9,153
34515770,22/4/09 22:25,12/11/09 21:36,37,34,141,9,0
34517166,22/4/09 22:30,19/11/09 12:32,183,101,814,9,79
34517629,22/4/09 22:32,26/11/09 9:31,34,22,90,12,0
34538077,22/4/09 23:58,18/11/09 19:53,67,89,440,15,124
34541779,23/4/09 0:18,23/11/09 11:33,304,407,7427,11,132
34544594,23/4/09 0:35,18/11/09 20:12,115,55,889,8,43
34546103,23/4/09 0:44,19/11/09 1:36,330,78,588,14,0
34551527,23/4/09 1:17,15/11/09 23:47,634,561,576,8,29
34554134,23/4/09 1:36,25/11/09 12:50,1637,1552,315,13,126
34561113,23/4/09 2:30,17/11/09 0:05,101,119,1784,6,69
34561833,23/4/09 2:36,27/11/09 8:57,29,25,39,12,0
34565133,23/4/09 3:06,26/11/09 8:06,100,71,310,13,49
34565639,23/4/09 3:11,25/11/09 11:25,5,11,2,10,0
34569488,23/4/09 3:46,24/11/09 22:19,28,44,596,11,0
34575674,23/4/09 4:44,19/11/09 14:39,27,59,26,9,123
34585438,23/4/09 6:07,24/11/09 10:27,74,111,6528,8,11
34588612,23/4/09 6:30,27/11/09 19:11,514,548,534,9,47
34589543,23/4/09 6:37,14/11/09 11:35,259,194,5528,6,134
34591978,23/4/09 6:52,20/11/09 18:34,11,16,263,14,26
34601657,23/4/09 7:45,16/11/09 9:30,324,283,2350,6,15
34610780,23/4/09 8:27,14/11/09 17:01,116,155,2383,8,7
34611033,23/4/09 8:28,14/11/09 19:56,135,189,3537,9,52
34615212,23/4/09 8:46,27/11/09 17:54,46,19,13,14,65
34617535,23/4/09 8:55,13/11/09 23:27,4836,4665,12359,6,59
34630995,23/4/09 9:50,21/11/09 7:07,981,213364,19341,7,0
34643350,23/4/09 10:38,15/11/09 0:34,147,289,2124,15,64
34651610,23/4/09 11:08,17/11/09 5:54,42,639,1242,8,0
34652383,23/4/09 11:11,20/11/09 1:08,347,380,4840,11,28
34652472,23/4/09 11:11,23/11/09 13:24,1282,1183,3323,15,142
34652780,23/4/09 11:12,18/11/09 5:47,23,29,123,6,0
34654665,23/4/09 11:20,14/11/09 5:19,55,80,1320,7,0
34659289,23/4/09 11:37,16/11/09 8:01,102,171,3536,5,22
34660668,23/4/09 11:42,16/11/09 22:00,83,122,4235,14,15
34667901,23/4/09 12:12,14/11/09 15:23,84,104,3106,8,102
34671906,23/4/09 12:29,16/11/09 17:42,5,9,15,8,24
34687264,23/4/09 13:27,13/11/09 9:29,451,580,73,13,47
34712738,23/4/09 15:03,24/11/09 21:28,117,75,483,10,0
34714784,23/4/09 15:10,13/11/09 3:05,163,138,2718,12,47
34721280,23/4/09 15:35,22/11/09 18:52,18,20,324,11,0
34726024,23/4/09 15:53,14/11/09 0:59,25,15,1249,11,124
34730015,23/4/09 16:08,14/11/09 0:41,6,290,275,9,158
34736565,23/4/09 16:30,21/11/09 4:12,2000,1618,13249,12,0
34740761,23/4/09 16:44,26/11/09 17:47,123,210,2066,10,0
34742098,23/4/09 16:49,27/11/09 16:38,81,165,2477,11,46
34749284,23/4/09 17:14,15/11/09 16:42,205,148,3819,11,49
34753055,23/4/09 17:27,28/11/09 21:08,68,29,108,6,21
34754805,23/4/09 17:34,15/11/09 7:18,552,280,1881,13,11
34755464,23/4/09 17:36,22/11/09 12:12,4,6,62,8,0
34756276,23/4/09 17:39,18/11/09 1:38,176,310,15164,9,141
34762979,23/4/09 18:03,15/11/09 0:12,108,158,3293,11,107
34764517,23/4/09 18:09,25/11/09 20:56,70,60,649,13,29
34767258,23/4/09 18:19,20/11/09 15:52,8467,11083,1733,11,113
34770815,23/4/09 18:32,26/11/09 8:45,68,33,474,14,0
34771606,23/4/09 18:35,26/11/09 16:26,29,30,441,12,26
34771706,23/4/09 18:35,20/11/09 22:30,225,358,2479,12,101
34778459,23/4/09 19:01,14/11/09 17:58,45,29,320,9,0
34781075,23/4/09 19:13,18/11/09 19:56,209,145,2398,10,27
34781497,23/4/09 19:15,26/11/09 18:07,38,28,84,9,20
34786103,23/4/09 19:34,25/11/09 18:16,97,76,795,7,69
34787137,23/4/09 19:38,25/11/09 14:12,287,269,267,12,99
34796617,23/4/09 20:16,19/11/09 0:27,568,329,3543,14,132
34803205,23/4/09 20:38,23/11/09 19:50,169,325,4956,11,91
34804342,23/4/09 20:43,24/11/09 12:08,178,168,3970,13,0
34811944,23/4/09 21:07,26/11/09 2:59,41,64,365,11,0
34816622,23/4/09 21:25,14/11/09 17:22,77,74,1880,10,0
34824253,23/4/09 21:54,23/11/09 8:53,66,28,686,13,0
34829396,23/4/09 22:14,13/11/09 7:44,18,25,1358,15,111
34831491,23/4/09 22:21,16/11/09 22:43,598,556,11620,13,18
34837235,23/4/09 22:44,20/11/09 4:35,536,506,724,9,154
34843782,23/4/09 23:11,25/11/09 21:54,753,618,2833,15,85
34844494,23/4/09 23:14,24/11/09 0:14,284,284,5340,7,127
34846460,23/4/09 23:24,28/11/09 21:16,1964,582,1054,8,129
34847136,23/4/09 23:27,19/11/09 19:37,20,4,18,12,0
34850979,23/4/09 23:48,20/11/09 23:27,299,286,2023,10,0
34851042,23/4/09 23:48,28/11/09 22:45,56,170,3075,8,23
34852772,23/4/09 23:57,15/11/09 4:25,2000,1412,558,11,93
34854576,24/4/09 0:07,16/11/09 4:01,294,239,7454,6,138
34855915,24/4/09 0:15,17/11/09 3:02,41,39,878,13,14
34857259,24/4/09 0:24,26/11/09 1:02,190,192,6051,10,27
34860654,24/4/09 0:45,15/11/09 3:09,71,149,2675,6,0
34863867,24/4/09 1:07,17/11/09 2:58,452,163,669,14,38
34865591,24/4/09 1:18,26/11/09 2:13,11,216,742,5,74
34866130,24/4/09 1:21,27/11/09 17:49,126,120,2349,5,25
34870656,24/4/09 1:56,16/11/09 7:45,41,19,96,11,0
34870846,24/4/09 1:57,14/11/09 9:02,34,34,1156,8,9
34873480,24/4/09 2:18,16/11/09 6:00,87,183,4345,10,58
34879376,24/4/09 3:10,26/11/09 15:24,9,10,19,12,0
34883143,24/4/09 3:43,27/11/09 6:20,98,82,389,12,17
34886859,24/4/09 4:18,29/11/09 7:06,23,32,2519,9,18
34886962,24/4/09 4:19,16/11/09 3:54,103,1213,10602,12,0
34892486,24/4/09 5:11,17/11/09 3:42,2,12,8,6,0
34894756,24/4/09 5:30,17/11/09 4:17,939,384,369,8,92
34896392,24/4/09 5:43,15/11/09 0:30,8,11,283,8,14
34897924,24/4/09 5:55,26/11/09 3:33,208,269,3372,13,119
34898636,24/4/09 6:00,29/11/09 3:33,28,21,4284,7,27
34901080,24/4/09 6:18,28/11/09 20:01,15,20,70,7,0
34907301,24/4/09 7:00,26/11/09 5:13,10,18,28,10,0
34918178,24/4/09 8:01,22/11/09 21:54,31,63,1182,13,0
34921296,24/4/09 8:16,15/11/09 6:05,77,97,66,10,0
34921316,24/4/09 8:16,13/11/09 18:27,0,19,1654,10,0
34924244,24/4/09 8:29,21/11/09 16:51,1795,1852,11400,13,160
34928794,24/4/09 8:49,22/11/09 1:56,0,38,2536,10,0
34930589,24/4/09 8:57,27/11/09 13:48,30,29,141,9,0
34930665,24/4/09 8:58,13/11/09 9:09,40,64,761,11,0
34933863,24/4/09 9:11,25/11/09 8:00,131,767,7694,13,0
34938051,24/4/09 9:28,23/11/09 6:59,135,91,394,9,0
34939123,24/4/09 9:32,27/11/09 5:01,0,37,2563,10,0
34942323,24/4/09 9:44,13/11/09 2:32,25,26,998,9,3
34943588,24/4/09 9:49,19/11/09 23:56,11,38,507,9,36
34943752,24/4/09 9:50,27/11/09 7:57,59,32,59,11,94
34960735,24/4/09 10:56,13/11/09 3:03,0,406,9291,6,0
34963344,24/4/09 11:06,21/11/09 3:49,1965,1644,2922,10,152
34970944,24/4/09 11:37,16/11/09 1:11,41,47,839,15,0
34972261,24/4/09 11:42,19/11/09 20:18,27,70,78,10,35
34972439,24/4/09 11:42,19/11/09 0:11,245,66,95,10,14
34973261,24/4/09 11:45,24/11/09 10:15,162,362,7129,7,0
34975060,24/4/09 11:53,17/11/09 5:48,164,366,8350,12,159
34976972,24/4/09 12:00,22/11/09 7:48,391,175,3830,10,116
34978897,24/4/09 12:07,28/11/09 20:04,27,75,3079,15,32
35004162,24/4/09 13:50,13/11/09 4:38,10,9,48,7,70
35006977,24/4/09 14:02,17/11/09 14:06,58,46,343,13,26
35012374,24/4/09 14:23,25/11/09 8:45,1805,908,928,12,39
35014930,24/4/09 14:33,20/11/09 12:55,65,59,1027,13,74
35021057,24/4/09 14:56,16/11/09 18:45,2267,4506,17458,12,45
35023839,24/4/09 15:06,27/11/09 0:49,29,29,495,8,158
35029780,24/4/09 15:28,21/11/09 14:18,200,234,2205,8,13
35031687,24/4/09 15:35,15/11/09 12:21,58,24,545,13,110
35034190,24/4/09 15:43,17/11/09 15:07,166,525,9415,10,151
35037460,24/4/09 15:55,28/11/09 23:46,78,248,6389,7,122
35038803,24/4/09 16:00,13/11/09 3:39,13,377,4106,13,78
35047289,24/4/09 16:32,17/11/09 0:34,2360,2174,569,15,93
35052888,24/4/09 16:54,13/11/09 0:22,155,122,1999,12,44
35059368,24/4/09 17:19,21/11/09 10:47,462,597,21098,15,29
35059805,24/4/09 17:21,14/11/09 8:56,121,86,1479,11,43
35060824,24/4/09 17:24,24/11/09 4:25,60,95,466,9,0
35061958,24/4/09 17:29,20/11/09 0:02,109,58,4402,8,46
